Trans. Date,Post Date,Description,Amount,Category,Year
11/18/2021,11/18/2021,SPIN MOBILITY SPIN.APP CA,15.64,Travel/ Entertainment,2021
11/18/2021,11/18/2021,SQ *F U T U R O PHOENIX AZ0001152921510791196723,16.74,Supermarkets,2021
11/18/2021,11/18/2021,TACO CHELO PHOENIX AZ01820R,12,Restaurants,2021
11/18/2021,11/18/2021,THE VAN BUREN PHOENIX AZ,30,Restaurants,2021
11/18/2021,11/18/2021,ZIGGYS PIZZA AND STARDUS PHOENIX AZ,50,Restaurants,2021
11/19/2021,11/19/2021,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0FG6SGH,102.06,Merchandise,2021
11/19/2021,11/19/2021,SAN HOLO PHOENIX AZ,30,Merchandise,2021
11/19/2021,11/19/2021,SQ *HOT DAISY PIZZA PHOENIX AZ0001152921510797121765,22,Restaurants,2021
11/19/2021,11/19/2021,TACO BOYS PHOENIX AZ,15.22,Restaurants,2021
11/19/2021,11/19/2021,TIP SAN HOLO PHOENIX AZ,4.5,Merchandise,2021
11/20/2021,11/20/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW73JBJBKA0,5.29,Merchandise,2021
11/20/2021,11/20/2021,KING OF GYROS TEMPE AZ,15,Restaurants,2021
11/21/2021,11/21/2021,MORNING GLORY CAFE PHOENIX AZ,54.57,Restaurants,2021
11/21/2021,11/21/2021,PP*PP ROKU FOR CRUNCHYR 402-935-7733 CA,7.99,Services,2021
11/21/2021,11/21/2021,TARGET PHOENIX AZ,81.86,Supermarkets,2021
11/22/2021,11/22/2021,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,17.23,Restaurants,2021
11/22/2021,11/22/2021,STAPLES 00103929105 PHOENIX AZ,75.51,Merchandise,2021
11/22/2021,11/22/2021,WALGREENS #3464 PHOENIX AZ,52.11,Merchandise,2021
11/23/2021,11/23/2021,SAFEWAY #2651 PHOENIX AZAPPLE PAY ENDING IN 4775,32.71,Supermarkets,2021
11/24/2021,11/24/2021,CAFE RIO 0055 CAMELBACK PHOENIX AZAPPLE PAY ENDING IN 4775,14.63,Restaurants,2021
11/25/2021,11/25/2021,CLR*STRETCHZONE480687187 480-687-1874 TXCLR*STRETCHZONE480687187,320,Medical Services,2021
11/25/2021,11/25/2021,SAFEWAY #2651 PHOENIX AZ,17.35,Supermarkets,2021
11/26/2021,11/26/2021,PAYPAL *SPORTPLANLT 402-935-7733 CA,29.99,Merchandise,2021
11/26/2021,11/26/2021,THE ACTUARIAL BOOKSTORE 6034301252 NH,60,Merchandise,2021
11/27/2021,11/27/2021,PAYPAL *FORWARD 402-935-7733 CA,1455.66,Department Stores,2021
11/28/2021,11/28/2021,OLLIE VAUGHN S PHOENIX AZ,34.61,Restaurants,2021
11/28/2021,11/28/2021,TST* WOW WOW HAWAIIAN LE PHOENIX AZ,26.21,Restaurants,2021
11/29/2021,11/29/2021,JIMMY JOHNS - 2500 PHOENIX AZ,10.72,Restaurants,2021
11/30/2021,12/3/2021,JIMMY JOHNS - 2500 - ECO PHOENIX AZITEM TRANSFERRED FROM PREV ACCOUNT,12.13,Merchandise,2021
11/30/2021,12/3/2021,SAFEWAY #2651 PHOENIX AZITEM TRANSFERRED FROM PREV ACCOUNT,50.84,Merchandise,2021
12/1/2021,12/3/2021,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,14.83,Merchandise,2021
12/1/2021,12/3/2021,PHOENIX TENNIS CENTER PHOENIX AZITEM TRANSFERRED FROM PREV ACCOUNT,7.59,Merchandise,2021
12/1/2021,12/3/2021,SPOTIFY P1844E76C2 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2021
12/2/2021,12/3/2021,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2021
12/3/2021,11/27/2021,PAYPAL *FORWARD 402-935-7733 CASECURITY DISPUTE ADJUSTMENT,-1455.66,Payments and Credits,2021
12/3/2021,12/3/2021,SQ *HOT DAISY PIZZA PHOENIX AZITEM TRANSFERRED FROM PREV ACCOUNT,25,Merchandise,2021
12/3/2021,12/3/2021,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,60.44,Merchandise,2021
12/4/2021,12/4/2021,CHURCH S CHICKEN #0840 PHOENIX AZITEM TRANSFERRED FROM PREV ACCOUNT,7.04,Merchandise,2021
12/4/2021,12/4/2021,R.T. OSULLIVANS SPORTS SCOTTSDALE AZITEM TRANSFERRED FROM PREV ACCOUNT,33,Merchandise,2021
12/4/2021,12/4/2021,ROADRUNNER LOUNGE SCOTTSDALE AZITEM TRANSFERRED FROM PREV ACCOUNT,26,Merchandise,2021
12/4/2021,12/4/2021,ROCKBAR INC. SCOTTSDALE AZITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2021
12/5/2021,12/5/2021,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-44.4,Awards and Rebate Credits,2021
12/5/2021,12/5/2021,CIRCLE K 01613 SCOTTSDALE AZITEM TRANSFERRED FROM PREV ACCOUNT,34.22,Merchandise,2021
12/5/2021,12/5/2021,INTERNET PAYMENT - THANK YOU,-257.26,Payments and Credits,2021
12/5/2021,12/5/2021,SQ *CREW COFFEE LLC SCOTTSDALE AZITEM TRANSFERRED FROM PREV ACCOUNT,8.48,Merchandise,2021
12/5/2021,12/5/2021,TST* CITIZEN PUBLIC HOUS SCOTTSDALE AZITEM TRANSFERRED FROM PREV ACCOUNT,62.39,Merchandise,2021
12/5/2021,12/5/2021,UBER TRIP 866-576-1039 CAITEM TRANSFERRED FROM PREV ACCOUNT,7.81,Merchandise,2021
12/5/2021,12/5/2021,UBER TRIP 866-576-1039 CAITEM TRANSFERRED FROM PREV ACCOUNT,19.14,Merchandise,2021
12/5/2021,12/5/2021,UBER TRIP 866-576-1039 CAITEM TRANSFERRED FROM PREV ACCOUNT,23.24,Merchandise,2021
12/5/2021,12/5/2021,UBER TRIP 866-576-1039 CAITEM TRANSFERRED FROM PREV ACCOUNT,35,Merchandise,2021
12/7/2021,12/7/2021,THE ACTUARIAL BOOKSTORE 6034301252 NHITEM TRANSFERRED FROM PREV ACCOUNT,-60,Payments and Credits,2021
12/8/2021,12/8/2021,DRI*NVIDIA STORE NVIDIA.COM MNITEM TRANSFERRED FROM PREV ACCOUNT,4.99,Merchandise,2021
12/8/2021,12/8/2021,SQ *SCOTTSDALE ELKS LO SCOTTSDALE AZ0001152921510860576876,10,Services,2021
12/9/2021,12/9/2021,47 - EC - LOU MALNATIS P PHOENIX AZ,67.25,Restaurants,2021
12/9/2021,12/9/2021,FRYS-FOOD-DRG #010 GLENDALE AZ,18.11,Supermarkets,2021
12/11/2021,12/11/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW7D41QDDA0,15.89,Merchandise,2021
12/11/2021,12/11/2021,SQ *CONCEPTUALLY SOCIA PHOENIX AZ0001152921510873179610,14.5,Travel/ Entertainment,2021
12/12/2021,12/12/2021,ACT CITY OF TEMPE TEMPE AZUIHWWQ5M62440040,16,Government Services,2021
12/12/2021,12/12/2021,EXXONMOBIL TEMPE AZ,38.19,Gasoline,2021
12/12/2021,12/12/2021,POPEYES 13481 CHANDLER AZ,16.63,Restaurants,2021
12/12/2021,12/12/2021,SQ *CAHOKIA LLC PHOENIX AZ0001152921510874691885,74.93,Services,2021
12/12/2021,12/12/2021,SQ *CUTIES LEMONADE IN PHOENIX AZ0002305843014955297881,9.99,Restaurants,2021
12/12/2021,12/12/2021,SQ *ESPOSITE VENTURES SCOTTSDALE AZ0001152921510874436006,16.1,Restaurants,2021
12/12/2021,12/12/2021,TST* WOW WOW HAWAIIAN LE PHOENIX AZ,7.68,Restaurants,2021
12/13/2021,12/13/2021,REI #56 PARADISE VAL PHOENIX AZ4989930560257702,64.07,Merchandise,2021
12/13/2021,12/13/2021,SQ *PHOENIX CENTER FOR PHOENIX AZ0001152921510877034008,40,Restaurants,2021
12/13/2021,12/13/2021,TARGET 00002337091 PHOENIX AZ,13.97,Supermarkets,2021
12/13/2021,12/13/2021,WALGREENS #5893 PHOENIX AZ,9.01,Merchandise,2021
12/14/2021,12/14/2021,PANDA EXPRESS 1185 SCOTTSDALE AZ,13,Restaurants,2021
12/16/2021,12/16/2021,CHEBA HUT - PHOENIX AZ PHOENIX AZ,18.27,Restaurants,2021
12/16/2021,12/16/2021,CIRCLE K 05296 SCOTTSDALE AZ01629R,42.19,Gasoline,2021
12/16/2021,12/16/2021,INTERNET PAYMENT - THANK YOU,-1500,Payments and Credits,2021
12/16/2021,12/16/2021,PANDA EXPRESS 1185 SCOTTSDALE AZ,12.83,Restaurants,2021
12/16/2021,12/16/2021,PHOENIX SUNS CONCESSIONS PHOENIX AZ,9.61,Restaurants,2021
12/16/2021,12/16/2021,TST* WILDFLOWER - SCOTTS SCOTTSDALE AZ,28.16,Restaurants,2021
12/17/2021,12/17/2021,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW7GJW55YA0,5.29,Merchandise,2021
12/17/2021,12/17/2021,FILIBERTO'S - 19TH AVE PHOENIX AZ,37.42,Restaurants,2021
12/17/2021,12/17/2021,GAMETIME TICKETS 415-890-4071 CAAPPLE PAY ENDING IN 4775,64,Travel/ Entertainment,2021
12/17/2021,12/17/2021,SPIN MOBILITY SPIN.APP CAITEM TRANSFERRED FROM PREV ACCOUNT,4.19,Merchandise,2021
12/17/2021,12/17/2021,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,70,Merchandise,2021
12/17/2021,12/17/2021,WALMART SC 02113 PHOENIX AZ,46.57,Merchandise,2021
12/18/2021,12/18/2021,ATI3997-217101129 310-627-2866 CAAPPLE PAY ENDING IN 4775,12.26,Travel/ Entertainment,2021
12/18/2021,12/18/2021,FRYS-FOOD-DRG #005 SCOTTSDALE AZ,16.19,Supermarkets,2021
12/18/2021,12/18/2021,JCPENNEY 2846 PHOENIX AZ,103.09,Department Stores,2021
12/18/2021,12/18/2021,MILLIES HALLMARK PHOENIX AZ,50.99,Merchandise,2021
12/18/2021,12/18/2021,PAPA CHEVOS TACO SHOP PHOENIX AZ,28.46,Restaurants,2021
12/18/2021,12/18/2021,SPIN MOBILITY SPIN.APP CAAPPLE PAY ENDING IN 4775,11.28,Travel/ Entertainment,2021
12/18/2021,12/18/2021,TARGET PHOENIX AZ,49.06,Supermarkets,2021
12/19/2021,12/19/2021,5GUYS 0567 QSR PHOENIX AZ,17.78,Restaurants,2021
12/19/2021,12/19/2021,DESERT BOTANICAL GARDE PHOENIX AZ1581000155192112191120,265,Merchandise,2021
12/19/2021,12/19/2021,TARGET PHOENIX AZ,7.57,Supermarkets,2021
12/19/2021,12/19/2021,THE UPS STORE 38 SCOTTSDALE AZ,50.62,Services,2021
12/20/2021,12/20/2021,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAITEM TRANSFERRED FROM PREV ACCOUNT,102.06,Merchandise,2021
12/20/2021,12/20/2021,PREP & PASTRY SCOTTSDALE AZ,34.04,Restaurants,2021
12/20/2021,12/20/2021,THE UPS STORE 4080 PHOENIX AZ,186.56,Services,2021
12/20/2021,12/20/2021,USPS PO 0363720072 PHOENIX AZ,4.06,Government Services,2021
12/21/2021,12/21/2021,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,3.3,Merchandise,2021
12/21/2021,12/21/2021,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,3.49,Merchandise,2021
12/21/2021,12/21/2021,CHINO BANDIDO PHOENIX AZ,27.95,Restaurants,2021
12/22/2021,12/22/2021,SCHLOTZSKY'S 1046 PHOENIX AZ,29.19,Restaurants,2021
12/22/2021,12/22/2021,TRACK MARKET & LIQUOR PHOENIX AZ,12,Supermarkets,2021
12/23/2021,12/23/2021,SAFEWAY #2651 PHOENIX AZ,56.23,Supermarkets,2021
12/23/2021,12/23/2021,SAFEWAY.COM #2651 877-505-4040 AZ36908260,47.58,Supermarkets,2021
12/24/2021,12/24/2021,HODORI RESTAURANT. MESA AZ,60,Restaurants,2021
12/25/2021,12/25/2021,CAFE RIO 0055 CAMELBACK PHOENIX AZ,39.64,Restaurants,2021
12/25/2021,12/25/2021,CLR*STRETCHZONE480687187 480-687-1874 TITEM TRANSFERRED FROM PREV ACCOUNT,79,Merchandise,2021
12/25/2021,12/25/2021,PHOENIX SUNS CONCESSIONS PHOENIX AZAPPLE PAY ENDING IN 4775,33,Restaurants,2021
12/25/2021,12/25/2021,PHOENIX SUNS PHOENIX AZ,65.14,Merchandise,2021
12/26/2021,12/26/2021,AMZN MKTP US*440CG8N43 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,78.06,Merchandise,2021
12/26/2021,12/26/2021,TRADER JOE'S #090 QPS PHOENIX AZ,34.2,Supermarkets,2021
12/27/2021,12/27/2021,TACO BELL 037567 SCOTTSDALE AZ,8.46,Restaurants,2021
12/28/2021,12/28/2021,PANDA EXPRESS 1185 SCOTTSDALE AZ,11,Restaurants,2021
12/29/2021,12/29/2021,JIMMY JOHNS - 2500 PHOENIX AZ,14.76,Restaurants,2021
12/30/2021,12/30/2021,JIFFY LUBE #3327 CHANDLER AZ,93.25,Automotive,2021
12/30/2021,12/30/2021,MICROSOFT MICROSOFT 36 REDMOND WAITEM TRANSFERRED FROM PREV ACCOUNT,99.99,Merchandise,2021
12/30/2021,12/30/2021,PHOENIX SUNS 602-514-5444 AZMIC3556E00-5JSUJ,366.66,Travel/ Entertainment,2021
12/31/2021,12/31/2021,TST* WOW WOW HAWAIIAN LE PHOENIX AZ,6.56,Restaurants,2021
12/31/2021,12/31/2021,WALMART SC 02113 PHOENIX AZ,77.81,Merchandise,2021
1/1/2022,1/1/2022,JIMMY JOHNS - 2500 PHOENIX AZ,18.02,Restaurants,2022
1/1/2022,1/1/2022,OLIVE GARDE00064212140 PHOENIX AZ,60,Restaurants,2022
1/1/2022,1/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,14.83,Merchandise,2022
1/1/2022,1/3/2022,SPOTIFY P18D298A28 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
1/2/2022,1/2/2022,INTERNET PAYMENT - THANK YOU,-1800,Payments and Credits,2022
1/2/2022,1/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
1/3/2022,1/3/2022,PAYPAL *HULU 402-935-7733 CA,12.99,Services,2022
1/4/2022,1/4/2022,AUTOZONE #2768 PHOENIX AZ,42.34,Automotive,2022
1/4/2022,1/4/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,79.38,Merchandise,2022
1/5/2022,1/5/2022,MCDONALD'S F20697 PHOENIX AZAPPLE PAY ENDING IN 4775,8,Restaurants,2022
1/8/2022,1/8/2022,3856 EL POLLO LOCO PHOENIX AZ,29.93,Restaurants,2022
1/8/2022,1/8/2022,DRI*NVIDIA STORE NVIDIA.COM MNITEM TRANSFERRED FROM PREV ACCOUNT,4.99,Merchandise,2022
1/9/2022,1/9/2022,PAYPAL *HEARSTMAGAZ 402-935-7733 CA,20,Merchandise,2022
1/9/2022,1/9/2022,SAFEWAY #2651 PHOENIX AZ,2.49,Supermarkets,2022
1/9/2022,1/9/2022,SAFEWAY #2651 PHOENIX AZ,32.58,Supermarkets,2022
1/9/2022,1/9/2022,SAFEWAY #2651 PHOENIX AZ,36.72,Supermarkets,2022
1/10/2022,1/10/2022,AMZN MKTP US*BP5036MA3 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,49.98,Merchandise,2022
1/10/2022,1/10/2022,MCDONALD'S F20697 PHOENIX AZ,10.09,Restaurants,2022
1/11/2022,1/11/2022,LIFE TIME ATHLETIC 279 PHOENIX AZ01118R,210,Travel/ Entertainment,2022
1/12/2022,1/12/2022,CAFE RIO 0084 SCOTTSDALE SCOTTSDALE AZ,15.1,Restaurants,2022
1/12/2022,1/12/2022,CVS/PHARMACY #09252 SCOTTSDALE AZAPPLE PAY ENDING IN 4775,19.8,Merchandise,2022
1/13/2022,1/13/2022,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-29.08,Awards and Rebate Credits,2022
1/13/2022,1/13/2022,CIRCLE K 01930 YUMA AZ01374R,30.89,Gasoline,2022
1/13/2022,1/13/2022,INTERNET PAYMENT - THANK YOU,-2194.92,Payments and Credits,2022
1/14/2022,1/14/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW7SF5QV8A0,15.89,Merchandise,2022
1/14/2022,1/14/2022,MCDONALDS 20697 PHOENIX AZ,6.29,Restaurants,2022
1/14/2022,2/3/2022,SEVEN MILE CASINO RESTAU CHULA VISTA CA,60,Restaurants,2022
1/15/2022,1/15/2022,RALPHS # 0212 SAN DIEGO CA,35.02,Supermarkets,2022
1/15/2022,1/15/2022,TACOS EL GORDO - CHULA V CHULA VISTA CA,21.49,Restaurants,2022
1/15/2022,1/15/2022,THE CRACK SHACK LITTLE I SAN DIEGO CA,52.41,Restaurants,2022
1/16/2022,1/16/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,26.49,Merchandise,2022
1/16/2022,1/16/2022,ZOO TICKETS AND TOURS SAN DIEGO CA0001000185182201161649,62,Services,2022
1/17/2022,1/17/2022,7-ELEVEN 21028 EL CENTRO CAAPPLE PAY ENDING IN 4775,2.99,Gasoline,2022
1/17/2022,1/17/2022,BURGER KING #25911 YUMA AZ,12.68,Restaurants,2022
1/17/2022,1/17/2022,CHEVRON 0207812 YUMA AZ00207812 1200537 R,24.15,Gasoline,2022
1/17/2022,1/17/2022,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,70,Merchandise,2022
1/18/2022,1/18/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW7VVNMDVA0,5.29,Merchandise,2022
1/18/2022,1/18/2022,PAYPAL *ARIZONAPUBL 402-935-7733 CA,182.45,Services,2022
1/18/2022,1/18/2022,TARGET PHOENIX AZ,153.88,Merchandise,2022
1/19/2022,1/19/2022,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,12.62,Restaurants,2022
1/19/2022,1/19/2022,LYFT *2 RIDES 01-18 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,23.71,Merchandise,2022
1/20/2022,1/20/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,12.99,Merchandise,2022
1/21/2022,1/21/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,4.99,Merchandise,2022
1/21/2022,1/21/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,11,Merchandise,2022
1/21/2022,1/21/2022,LYFT *2 RIDES 01-20 855-865-9553 CAITEM TRANSFERRED FROM PREV ACCOUNT,32.44,Merchandise,2022
1/21/2022,1/21/2022,MCDONALD'S F20697 PHOENIX AZAPPLE PAY ENDING IN 4775,6.83,Restaurants,2022
1/22/2022,1/22/2022,AMZN MKTP US*FL5G52C63 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,32.98,Merchandise,2022
1/22/2022,1/22/2022,AMZN MKTP US*VD9Y872T3 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,29.99,Merchandise,2022
1/22/2022,1/22/2022,AMZN MKTP US*YX9X26H73 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,22.79,Merchandise,2022
1/22/2022,1/22/2022,OCOTILLO VILLAGE HEALTH CHANDLER AZ,7.36,Travel/ Entertainment,2022
1/23/2022,1/23/2022,PAYPAL *GRAMMARLY ZDYBC 402-935-7733 CA,30,Merchandise,2022
1/25/2022,1/25/2022,CLR*STRETCHZONE480687187 480-687-1874 TITEM TRANSFERRED FROM PREV ACCOUNT,79,Merchandise,2022
1/26/2022,1/26/2022,MCDONALD'S F20697 PHOENIX AZ,9,Restaurants,2022
1/26/2022,1/26/2022,PAYPAL *INTERACTIVE 402-935-7733 CA,30,Services,2022
1/26/2022,1/26/2022,PAYPAL *INTERACTIVE 402-935-7733 CA,210,Services,2022
1/26/2022,1/26/2022,STAPLES 00103929105 PHOENIX AZ,1.87,Merchandise,2022
1/26/2022,1/26/2022,STAPLES 00103929105 PHOENIX AZ,2.17,Merchandise,2022
1/28/2022,1/28/2022,MCDONALD'S F20697 PHOENIX AZ,6.83,Restaurants,2022
1/28/2022,1/28/2022,SQ *NORA ASIAN FRESH PHOENIX AZ0002305843015128013485,24.36,Restaurants,2022
1/28/2022,1/28/2022,STAPLES 00103929105 PHOENIX AZ,4.15,Merchandise,2022
1/28/2022,1/28/2022,STAPLES 00103929105 PHOENIX AZ,5.67,Merchandise,2022
1/28/2022,1/28/2022,STAPLES 00103929105 PHOENIX AZ,6.86,Merchandise,2022
1/29/2022,1/29/2022,CIRCLE K # 03447 PHOENIX AZ02978R,34.38,Gasoline,2022
1/29/2022,1/29/2022,DICKS SPORTING GOODS#362 TEMPE AZ,10.79,Merchandise,2022
1/29/2022,1/29/2022,TST* BBQ TRAPP HAUS - PHOENIX AZ00003553005946884140AA,30,Restaurants,2022
1/30/2022,1/30/2022,TST* WOW WOW HAWAIIAN LE PHOENIX AZ,5.01,Restaurants,2022
1/30/2022,1/30/2022,WALGREENS #3464 PHOENIX AZ,10.31,Merchandise,2022
1/31/2022,1/31/2022,SAFEWAY #2651 PHOENIX AZ,44.46,Supermarkets,2022
2/1/2022,2/1/2022,FRYS-FOOD-DRG #006 GLENDALE AZ,43.95,Supermarkets,2022
2/1/2022,2/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,14.83,Merchandise,2022
2/1/2022,2/3/2022,SAFEWAY #1549 SCOTTSDALE AZ,79.19,Supermarkets,2022
2/1/2022,2/3/2022,SPOTIFY P19967769F 8777781161 NYITEM TRANSFERRED FROM PREV ACCOUNT,9.99,Merchandise,2022
2/2/2022,2/3/2022,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise,2022
2/3/2022,2/3/2022,DUNKIN #350872 PHOENIX AZ,13.73,Restaurants,2022
2/3/2022,2/3/2022,PAYPAL *HULU 402-935-7733 CA,12.99,Services,2022
2/3/2022,2/3/2022,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,79.38,Merchandise,2022
2/7/2022,2/7/2022,AMERICAN AIRLINES FT WORTH TX,333.19,Travel/ Entertainment,2022
2/7/2022,2/7/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,10.59,Merchandise,2022
2/8/2022,2/8/2022,CAFE RIO 0084 SCOTTSDALE SCOTTSDALE AZ,17.07,Restaurants,2022
2/8/2022,2/8/2022,CLR*STRETCHZONE480687187 480-687-1874 TITEM TRANSFERRED FROM PREV ACCOUNT,5,Merchandise,2022
2/8/2022,2/8/2022,DRI*NVIDIA STORE NVIDIA.COM MNITEM TRANSFERRED FROM PREV ACCOUNT,4.99,Merchandise,2022
2/8/2022,2/8/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,4.66,Restaurants,2022
2/10/2022,2/10/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW8436DXMA0,15.89,Merchandise,2022
2/10/2022,2/10/2022,INTERNET PAYMENT - THANK YOU,-1733.33,Payments and Credits,2022
2/11/2022,2/11/2022,CLR*STRETCHZONE480687187 480-687-1874 TITEM TRANSFERRED FROM PREV ACCOUNT,-5,Payments and Credits,2022
2/12/2022,2/12/2022,AMZN MKTP US*9T8VU3NC3 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,9.2,Merchandise,2022
2/13/2022,2/13/2022,AMZN MKTP US*RX32S1F23 AMZN.COM/BILLWAITEM TRANSFERRED FROM PREV ACCOUNT,14.11,Merchandise,2022
2/13/2022,2/13/2022,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 4775,14.99,Merchandise,2022
2/13/2022,2/13/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,20,Restaurants,2022
2/14/2022,2/14/2022,JIMMY JOHNS - 2500 - ECO PHOENIX AZAPPLE PAY ENDING IN 4775,26.59,Restaurants,2022
2/15/2022,2/15/2022,AF*REAL PROPERTY MANA. 866-648-1536 CA,49,Services,2022
2/16/2022,2/16/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,12,Merchandise,2022
2/17/2022,2/17/2022,TMOBILE*AUTO PAY 800-937-8997 WAITEM TRANSFERRED FROM PREV ACCOUNT,70,Merchandise,2022
2/19/2022,2/19/2022,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 4775MMW86H07HVA0,5.29,Merchandise,2022
2/20/2022,2/20/2022,CASHBACK BONUS REDEMPTION PYMT/STMT CRDT,-29.29,Awards and Rebate Credits,2022
2/20/2022,2/20/2022,GOOGLE *YOUTUBE TV G.CO/HELPPAY#CAP0HR9LUQ,70.58,Services,2022
2/20/2022,2/20/2022,INTERNET PAYMENT - THANK YOU,-771.1,Payments and Credits,2022
2/21/2022,2/21/2022,CCBILL.COM 888-5969279 AZITEM TRANSFERRED FROM PREV ACCOUNT,11,Merchandise,2022
2/23/2022,2/23/2022,PAYPAL *GRAMMARLY A0Q7H 402-935-7733 CA,30,Merchandise,2022
2/24/2022,2/24/2022,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,1.62,Restaurants,2022
2/24/2022,2/24/2022,CAVASSON EASTSIDE CAFE SCOTTSDALE AZ,14.16,Restaurants,2022
2/25/2022,2/25/2022,ALBERTSONS #0966 SCOTTSDALE AZ,9.32,Supermarkets,2022
2/25/2022,2/25/2022,PAYPAL *FRONTGATETX INN 402-935-7733 CA,130.18,Travel/ Entertainment,2022
2/25/2022,2/25/2022,WALMART SC 04232 PHOENIX AZ,126.7,Merchandise,2022
2/26/2022,2/26/2022,CHARLIE'S PHOENIX PHOENIX AZ,18,Restaurants,2022
2/26/2022,2/26/2022,PAYPAL *SPORTPLANLT 402-935-7733 CA,29.99,Merchandise,2022
2/27/2022,2/27/2022,BR: INNINGS FEST AUSTIN TX,4.94,Travel/ Entertainment,2022
2/27/2022,2/27/2022,BR: INNINGS FEST AUSTIN TX,18.89,Travel/ Entertainment,2022
2/27/2022,2/27/2022,BR: INNINGS FEST AUSTIN TX,31.02,Travel/ Entertainment,2022
2/27/2022,2/27/2022,BR: INNINGS FEST AUSTIN TX,41.37,Travel/ Entertainment,2022
2/27/2022,2/27/2022,BR: INNINGS FEST AUSTIN TX,49.13,Travel/ Entertainment,2022
3/1/2022,3/1/2022,FANDANGO 866-857-5191 CAAPPLE PAY ENDING IN 4775,38.42,Travel/ Entertainment,2022
3/1/2022,3/1/2022,PANDA EXPRESS 1185 SCOTTSDALE AZ,10.97,Restaurants,2022
3/1/2022,3/1/2022,PANDA EXPRESS 1185 SCOTTSDALE AZ,10.97,Restaurants,2022
3/1/2022,3/3/2022,NETFLIX.COM NETFLIX.COM CAITEM TRANSFERRED FROM PREV ACCOUNT,16.42,Merchandise,2022
